sequence,Unnamed: 0,superkingdom,phylum,class,order,family,genus,species
GCF_000011685.1,352,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans
GCF_026167525.1,38444,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. S6-11
GCF_003065365.1,29557,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter difficilis
GCF_000019085.1,696,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter pseudethanolicus
GCF_000164675.2,1667,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis
GCF_002021945.1,27095,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter pinnipediorum
GCF_002764115.1,28902,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium zundukense
GCF_024296905.1,37786,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,Moraxella sp. FZLJ2107
GCF_003628555.1,30371,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. DN11
GCF_002074055.1,27220,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Frondihabitans,Frondihabitans sp. 762G35
GCF_024137965.1,37713,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. Y3
GCF_020995385.1,27543,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri
GCF_008632615.1,32361,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,Paucilactobacillus nenjiangensis
GCF_008124125.1,32261,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_002831565.1,29017,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma pollinicola
GCF_020105115.1,9472,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_019703875.1,36320,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methyloradius,Methyloradius palustris
GCF_013177455.1,33864,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marmotae
GCF_028747925.1,12589,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas chlororaphis
GCF_008118345.1,32247,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter thailandicus
GCF_000018205.1,656,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia akari
GCF_000296215.2,3126,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. CCGE-LA001
GCF_019464535.1,36252,Bacteria,Verrucomicrobiota,Opitutae,Opitutales,Opitutaceae,Horticoccus,Horticoccus luteus
GCF_001856665.1,26281,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,Rhodobacter sp. LPB0142
GCF_018741465.1,1602,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides
GCF_013348865.1,16794,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_000166395.1,1694,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Leadbetterella,Leadbetterella byssophila
GCF_023078475.1,37363,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter aegosomaticola
GCF_016495725.1,35042,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Salicibibacter,Salicibibacter cibarius
GCF_011400295.1,33525,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix sp. HDW6A
GCF_025144465.1,38119,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera sp. S132
GCF_000218895.1,2426,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Runella,Runella slithyformis
GCF_001922545.1,26560,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Borreliaceae,Borreliella,Borreliella garinii
GCF_001969445.1,26796,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. P6-10-X1
GCF_005280255.1,31568,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. 24S4-2
GCF_001563225.1,24196,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Pseudodesulfovibrio indicus
GCF_029909795.1,38943,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus versutus
GCF_002860645.2,29102,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Winkia,Winkia neuii
GCF_026314295.1,38476,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Caproicibacterium,Caproicibacterium sp. BJN0003
GCF_014216315.1,34270,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces finlayi
GCF_903886505.1,19148,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
GCF_025643295.1,21290,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
GCF_021184045.1,36798,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides orientis
GCF_000975265.2,19232,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium lepromatosis
GCF_000427075.1,6546,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
GCF_024508315.1,37911,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas xiejunii
GCF_025200655.1,30558,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus vulgaris
GCF_016415585.1,34111,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium carotovorum
GCF_008153055.1,32283,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema phagedenis
GCF_900095415.1,39793,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Pleomorphomonas,uncultured Pleomorphomonas sp.
GCF_019264745.1,36117,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter sp. Colony158
GCF_004210255.1,31128,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,Blautia producta
GCF_003454775.1,17167,Bacteria,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Parvimonas,Parvimonas micra
GCF_024296865.1,37785,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. LZ7M1
GCF_016027095.1,29928,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas paucimobilis
GCF_004006395.2,30936,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AWRP
GCF_025143825.1,38115,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. S223
GCF_012277335.1,33639,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora sp. ASAGF58
GCF_022869785.1,37270,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Dyadobacter,Dyadobacter chenwenxiniae
GCF_013344685.1,33956,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. CL5.1
GCF_020341535.1,34954,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas jandaei
GCF_900090195.1,39762,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. HW608
GCF_015138575.1,9070,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_019443765.1,36222,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus sp. NBT04N3
GCF_001693385.1,25662,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium icense
GCF_000006805.1,49,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum
GCF_017794965.1,35546,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax sp.
GCF_000025125.1,1109,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Candidatus Atelocyanobacterium,Candidatus Atelocyanobacterium thalassa
GCF_021389955.1,36841,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,Fulvivirga maritima
GCF_003312875.1,29924,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis albispora
GCF_009931615.1,33202,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Algicella,Algicella marina
GCF_014295435.1,34410,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium fluoranthenivorans
GCF_026723725.1,26661,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Pectobacterium brasiliense
GCF_015097055.1,34717,Bacteria,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus,Effusibacillus dendaii
GCF_029952845.1,36950,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus dendritiformis
GCF_003815735.1,30596,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium nakagawai
GCF_900105425.1,39848,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella sediminis
GCF_001767255.1,26196,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. NML98-0116
GCF_024022995.1,37680,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus aggregans
GCF_001577775.1,24301,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus kukulkanii
GCF_000202635.1,2242,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium testaceum
GCF_021183785.1,36793,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare
GCF_016657685.1,22896,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
GCF_000026325.1,1167,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
GCF_025723245.1,33428,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,Aliarcobacter cryaerophilus
GCF_015840525.1,34877,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CBW1006
GCF_016804325.1,23888,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum
GCF_021654995.1,11221,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
GCF_001190925.1,21717,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. CIB
GCF_003033885.1,29523,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas rhizophila
GCF_025136295.1,38090,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Kiloniellaceae,Aestuariispira,Aestuariispira ectoiniformans
GCF_010729895.1,33350,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium confluentis
GCF_016806065.1,35196,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium rosettiformans
GCF_002237595.1,28084,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,Labrenzia sp. VG12
GCF_005490785.1,31595,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. SGAir0954
GCF_023278225.1,37460,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Thiomicrospira,Thiomicrospira microaerophila
GCF_000092645.1,1383,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermobispora,Thermobispora bispora
GCF_018080005.1,35629,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. CS20
GCF_015291685.1,31059,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium guangdongense
GCF_011009015.1,33394,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Zooshikellaceae,Spartinivicinus,Spartinivicinus ruber
GCF_000145275.1,1446,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cellulovorans
GCF_019139835.1,36081,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas xanthosomatis
GCF_013740655.1,20302,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_013377275.1,34023,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Vespertiliibacter,Vespertiliibacter pulmonis
GCF_025144545.1,38120,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini
GCF_001941865.1,26699,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas alcaliphila
GCF_002215385.1,20585,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter freundii
GCF_025884415.1,19029,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,Avibacterium paragallinarum
GCF_000463015.1,7007,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus
GCF_000300255.2,3209,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae,Candidatus Methanomethylophilus,Candidatus Methanomethylophilus alvus
GCF_011784865.1,33594,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,Leeuwenhoekiella sp. ZYFB001
GCF_900105855.1,5291,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis keratiniphila
GCF_008180305.1,29964,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii
GCF_009834025.1,33036,Bacteria,Actinomycetota,Actinomycetes,Sporichthyales,Sporichthyaceae,Epidermidibacterium,Epidermidibacterium keratini
GCF_003687485.1,30445,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Euzebyella,Euzebyella marina
GCF_030440575.1,39540,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium ciconiae
GCF_030408815.1,39501,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium freiburgense
GCF_019704135.1,36322,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas versatilis
GCF_022539405.1,37132,Bacteria,Bacillota,Clostridia,Natranaerobiales,Natranaerofabaceae,Natranaerofaba,Natranaerofaba carboxydovora
GCF_002993105.1,29393,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens
GCF_008728855.1,32417,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,Hypericibacter terrae
GCF_029542085.1,14152,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. ML3W
GCF_000828555.1,17638,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,Methanococcus maripaludis
GCF_022827545.1,37244,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter tibetensis
GCF_000452605.2,6994,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
GCF_000241055.1,2694,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Oenococcus,Oenococcus kitaharae
GCF_003627815.1,30370,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces hundungensis
GCF_003589925.1,30294,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea soli
GCF_019285775.1,36143,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Skermania,Skermania piniformis
GCF_000023145.1,1019,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii
GCF_026428255.1,29689,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus helsingborgensis
GCF_009859815.1,33086,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. PBL-H3
GCF_016756655.1,17359,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
GCF_001553565.1,23992,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces radicidentis
GCF_902166715.1,20505,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_024297065.1,37790,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,Bartonella harrusi
GCF_024396695.1,37864,Bacteria,Pseudomonadota,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus sp. YTS05
GCF_014764445.1,34609,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. BIM B-2242
GCF_003052165.1,29541,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,Dietzia sp. JS16-p6b
GCF_022369435.1,37051,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter sp. RM10537
GCF_006337365.1,11542,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
GCF_004359375.1,31239,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Acetilactobacillus,Acetilactobacillus jinshanensis
GCF_000967915.1,18981,Bacteria,Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Paracholeplasma,Paracholeplasma brassicae
GCF_030644385.1,39629,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,Stomatobaculum sp. F0698
GCF_004355225.1,31222,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium nackdongense
GCF_008365275.1,32339,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Protaetiibacter,Protaetiibacter larvae
GCF_009650135.1,32732,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Litorivicinaceae,Litorivicinus,Litorivicinus lipolyticus
GCF_013427035.1,34088,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vitis
GCF_014131735.1,18156,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum
GCF_023973165.1,37677,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium pinnipediorum
GCF_020149545.1,36509,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECL352
GCF_001021065.1,20170,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium uterequi
GCF_002831645.1,29021,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,Olleya sp. Bg11-27
GCF_900105175.1,39842,Bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,Jiangella sp. DSM 45060
GCF_000785535.1,17114,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. PAMC 25486
GCF_000213655.1,2372,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas naphthalenivorans
GCF_010669185.1,33310,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. OIL-1
GCF_915401715.1,28620,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia alcalifaciens
GCF_017798205.1,35563,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatishimia,Cognatishimia activa
